filename,P01_dice,P01_iou,P01_sam_conf,P01_x1,P01_y1,P01_x2,P01_y2,P02_dice,P02_iou,P02_sam_conf,P02_x1,P02_y1,P02_x2,P02_y2,P03_dice,P03_iou,P03_sam_conf,P03_x1,P03_y1,P03_x2,P03_y2,P04_dice,P04_iou,P04_sam_conf,P04_x1,P04_y1,P04_x2,P04_y2,P05_dice,P05_iou,P05_sam_conf,P05_x1,P05_y1,P05_x2,P05_y2,P06_dice,P06_iou,P06_sam_conf,P06_x1,P06_y1,P06_x2,P06_y2,P07_dice,P07_iou,P07_sam_conf,P07_x1,P07_y1,P07_x2,P07_y2,P08_dice,P08_iou,P08_sam_conf,P08_x1,P08_y1,P08_x2,P08_y2,P09_dice,P09_iou,P09_sam_conf,P09_x1,P09_y1,P09_x2,P09_y2,P10_dice,P10_iou,P10_sam_conf,P10_x1,P10_y1,P10_x2,P10_y2,P11_dice,P11_iou,P11_sam_conf,P11_x1,P11_y1,P11_x2,P11_y2,P12_dice,P12_iou,P12_sam_conf,P12_x1,P12_y1,P12_x2,P12_y2,P13_dice,P13_iou,P13_sam_conf,P13_x1,P13_y1,P13_x2,P13_y2,P14_dice,P14_iou,P14_sam_conf,P14_x1,P14_y1,P14_x2,P14_y2,P15_dice,P15_iou,P15_sam_conf,P15_x1,P15_y1,P15_x2,P15_y2,P16_dice,P16_iou,P16_sam_conf,P16_x1,P16_y1,P16_x2,P16_y2,P17_dice,P17_iou,P17_sam_conf,P17_x1,P17_y1,P17_x2,P17_y2,P18_dice,P18_iou,P18_sam_conf,P18_x1,P18_y1,P18_x2,P18_y2,P19_dice,P19_iou,P19_sam_conf,P19_x1,P19_y1,P19_x2,P19_y2,P20_dice,P20_iou,P20_sam_conf,P20_x1,P20_y1,P20_x2,P20_y2
1003_pid-112746_pituitary.png,0.0,0.0,0.9710557460784912,62.0,136.0,121.0,217.0,0.0,0.0,0.9767194390296936,62.0,136.0,121.0,197.0,0.0,0.0,0.9760527014732361,62.0,136.0,123.0,199.0,0.0,0.0,0.680730938911438,364.0,166.0,443.0,299.0,0.0,0.0,0.9760527014732361,62.0,136.0,123.0,199.0,0.0,0.0,0.9767194390296936,62.0,136.0,121.0,197.0,0.0,0.0,0.9776237607002258,64.0,138.0,121.0,199.0,0.0,0.0,0.9773528575897217,64.0,138.0,121.0,201.0,0.0,0.0,0.9743655920028687,64.0,138.0,121.0,215.0,0.0,0.0,0.9780440926551819,62.0,136.0,121.0,207.0,0.0,0.0,0.9776237607002258,64.0,138.0,121.0,199.0,0.0,0.0,0.9777401089668274,64.0,138.0,121.0,195.0,0.0,0.0,0.9773528575897217,64.0,138.0,121.0,201.0,0.0,0.0,0.9777300953865051,64.0,138.0,121.0,197.0,0.0,0.0,0.9377866983413696,356.0,170.0,413.0,265.0,0.0,0.0,0.9766680002212524,62.0,136.0,121.0,203.0,0.0,0.0,0.6995447874069214,358.0,172.0,445.0,301.0,0.0,0.0,0.9777300953865051,64.0,138.0,121.0,197.0,0.0,0.0,0.716946542263031,360.0,170.0,443.0,299.0,0.0,0.0,0.9783539175987244,64.0,138.0,121.0,205.0
1007_pid-112847_pituitary.png,0.0,0.0,0.8817980885505676,356.0,204.0,445.0,295.0,0.0,0.0,0.8827598690986633,358.0,204.0,445.0,293.0,0.0,0.0,0.8932349681854248,356.0,206.0,445.0,299.0,0.0,0.0,0.8903916478157043,358.0,190.0,441.0,303.0,0.0,0.0,0.8871887922286987,356.0,206.0,445.0,293.0,0.0,0.0,0.8842061161994934,356.0,188.0,443.0,295.0,0.0,0.0,0.8898105621337891,356.0,204.0,445.0,301.0,0.0,0.0,0.8465401530265808,358.0,204.0,445.0,285.0,0.0,0.0,0.8785468339920044,356.0,200.0,445.0,297.0,0.0,0.0,0.8463966250419617,356.0,206.0,445.0,287.0,0.0,0.0,0.7892313003540039,356.0,206.0,447.0,281.0,0.0,0.0,0.8340550065040588,356.0,188.0,445.0,285.0,0.0,0.0,0.8850827813148499,356.0,206.0,445.0,295.0,0.0,0.0,0.9009701609611511,358.0,206.0,443.0,295.0,0.0,0.0,0.9244451522827148,358.0,182.0,441.0,307.0,0.0,0.0,0.8483946919441223,356.0,206.0,447.0,287.0,0.0,0.0,0.8676739931106567,356.0,188.0,445.0,297.0,0.0,0.0,0.8793336153030396,356.0,204.0,445.0,293.0,0.0,0.0,0.9235908389091492,356.0,182.0,441.0,309.0,0.0,0.0,0.8744088411331177,356.0,204.0,447.0,295.0
1013_pid-113741_pituitary.png,0.0,0.0,0.9675306677818298,248.0,212.0,301.0,303.0,0.0,0.0,0.9675306677818298,248.0,212.0,301.0,303.0,0.0,0.0,0.9675306677818298,248.0,212.0,301.0,303.0,0.0,0.0,0.9279012680053711,244.0,204.0,303.0,307.0,0.0,0.0,0.9741209149360657,248.0,214.0,301.0,303.0,0.0,0.0,0.9716192483901978,246.0,212.0,303.0,303.0,0.0,0.0,0.936141312122345,246.0,206.0,301.0,307.0,0.0,0.0,0.9675306677818298,248.0,212.0,301.0,303.0,0.0,0.0,0.9549863338470459,246.0,208.0,303.0,307.0,0.0,0.0,0.9549863338470459,246.0,208.0,303.0,307.0,0.0,0.0,0.9741209149360657,248.0,214.0,301.0,303.0,0.0,0.0,0.9716192483901978,246.0,212.0,303.0,303.0,0.0,0.0,0.9549863338470459,246.0,208.0,303.0,307.0,0.0,0.0,0.9675306677818298,248.0,212.0,301.0,303.0,0.0,0.0,0.9320104122161865,246.0,204.0,301.0,307.0,0.0,0.0,0.9716192483901978,246.0,212.0,303.0,303.0,0.0,0.0,0.9621310830116272,248.0,212.0,301.0,307.0,0.0,0.0,0.9675306677818298,248.0,212.0,301.0,303.0,0.0,0.0,0.917657196521759,246.0,200.0,301.0,307.0,0.0,0.0,0.9675306677818298,248.0,212.0,301.0,303.0
1016_pid-114040_pituitary.png,0.0,0.0,0.9488779306411743,64.0,168.0,127.0,229.0,0.0,0.0,0.9552083015441895,64.0,166.0,121.0,229.0,0.0,0.0,0.9567171931266785,62.0,166.0,149.0,231.0,0.0,0.0,0.9599274396896362,68.0,156.0,137.0,227.0,0.0,0.0,0.9480623602867126,64.0,168.0,131.0,229.0,0.0,0.0,0.9548448920249939,64.0,164.0,123.0,229.0,0.0,0.0,0.9488779306411743,64.0,168.0,127.0,229.0,0.0,0.0,0.950157105922699,64.0,164.0,131.0,229.0,0.0,0.0,0.9516570568084717,62.0,168.0,143.0,231.0,0.0,0.0,0.9582471251487732,62.0,156.0,139.0,231.0,0.0,0.0,0.9544070363044739,64.0,166.0,143.0,229.0,0.0,0.0,0.9529953598976135,64.0,168.0,123.0,229.0,0.0,0.0,0.9518494606018066,64.0,166.0,125.0,229.0,0.0,0.0,0.9539427161216736,64.0,164.0,125.0,229.0,0.0,0.0,0.950157105922699,64.0,164.0,131.0,229.0,0.0,0.0,0.9529953598976135,64.0,168.0,123.0,229.0,0.0,0.0,0.9527885317802429,62.0,156.0,131.0,231.0,0.0,0.0,0.9525601863861084,64.0,168.0,141.0,229.0,0.0,0.0,0.9521707892417908,64.0,166.0,123.0,229.0,0.0,0.0,0.9521707892417908,64.0,166.0,123.0,229.0
1017_pid-114040_pituitary.png,0.0,0.0,0.8302604556083679,254.0,246.0,341.0,303.0,0.0,0.0,0.8680261373519897,256.0,246.0,341.0,303.0,0.0,0.0,0.8245851993560791,252.0,246.0,341.0,303.0,0.0,0.0,0.9195972681045532,102.0,282.0,195.0,373.0,0.0,0.0,0.8302604556083679,254.0,246.0,341.0,303.0,0.0,0.0,0.9413612484931946,262.0,246.0,341.0,303.0,0.0,0.0,0.9116536974906921,360.0,214.0,445.0,265.0,0.0,0.0,0.8245851993560791,252.0,246.0,341.0,303.0,0.0,0.0,0.9304341077804565,260.0,246.0,341.0,303.0,0.0,0.0,0.8687475323677063,256.0,246.0,339.0,301.0,0.0,0.0,0.9304341077804565,260.0,246.0,341.0,303.0,0.0,0.0,0.8680261373519897,256.0,246.0,341.0,303.0,0.0,0.0,0.8302604556083679,254.0,246.0,341.0,303.0,0.0,0.0,0.8302604556083679,254.0,246.0,341.0,303.0,0.0,0.0,0.8814802169799805,376.0,208.0,451.0,269.0,0.0,0.0,0.8245851993560791,252.0,246.0,341.0,303.0,0.0,0.0,0.9398759603500366,62.0,156.0,137.0,231.0,0.0,0.0,0.9413612484931946,262.0,246.0,341.0,303.0,0.0,0.0,0.933719277381897,256.0,240.0,341.0,303.0,0.0,0.0,0.8245851993560791,252.0,246.0,341.0,303.0
1023_pid-114094_pituitary.png,0.6149369544131911,0.44397759103641454,0.8117147088050842,208.0,220.0,267.0,303.0,0.6089955849889624,0.4378099583415989,0.8136430978775024,208.0,218.0,267.0,303.0,0.6168641114982578,0.4459895203546957,0.8188876509666443,208.0,218.0,265.0,303.0,0.08418271045677614,0.04394088669950739,0.8783877491950989,214.0,220.0,263.0,299.0,0.6089955849889624,0.4378099583415989,0.8136430978775024,208.0,218.0,267.0,303.0,0.6399670827047045,0.4705526421944332,0.7924503087997437,206.0,220.0,267.0,303.0,0.6149369544131911,0.44397759103641454,0.8117147088050842,208.0,220.0,267.0,303.0,0.6089955849889624,0.4378099583415989,0.8136430978775024,208.0,218.0,267.0,303.0,0.6023697988426564,0.430993690851735,0.8323202729225159,208.0,216.0,267.0,303.0,0.6096509525796134,0.4384876975395079,0.815590500831604,208.0,216.0,265.0,301.0,0.6468793342579751,0.4780647806478065,0.7993977665901184,206.0,222.0,267.0,303.0,0.6022994874636376,0.43092170465807733,0.828468918800354,208.0,214.0,265.0,301.0,0.6089955849889624,0.4378099583415989,0.8136430978775024,208.0,218.0,267.0,303.0,0.6236378876781223,0.4531059683313033,0.8188436031341553,208.0,222.0,267.0,303.0,0.0,0.0,0.9247158169746399,314.0,292.0,437.0,381.0,0.6089955849889624,0.4378099583415989,0.8136430978775024,208.0,218.0,267.0,303.0,0.0,0.0,0.8860131502151489,292.0,294.0,395.0,375.0,0.6407473554059624,0.47139680614513846,0.8025048971176147,206.0,222.0,267.0,307.0,0.6023697988426564,0.430993690851735,0.8323202729225159,208.0,216.0,267.0,303.0,0.6023697988426564,0.430993690851735,0.8323202729225159,208.0,216.0,267.0,303.0
1028_pid-101017_pituitary.png,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.8838936686515808,366.0,332.0,445.0,409.0,0.0,0.0,0.9395071268081665,282.0,246.0,341.0,307.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.9545425176620483,282.0,246.0,341.0,303.0,0.0,0.0,0.9545425176620483,282.0,246.0,341.0,303.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.8862858414649963,364.0,328.0,443.0,407.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.9545425176620483,282.0,246.0,341.0,303.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.881870448589325,360.0,326.0,451.0,413.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.9545784592628479,280.0,244.0,343.0,307.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0,0.0,0.0,0.9545425176620483,282.0,246.0,341.0,303.0,0.0,0.0,0.9646534323692322,284.0,248.0,339.0,301.0
1033_pid-101029_pituitary.png,0.0,0.0,0.877528965473175,208.0,208.0,303.0,267.0,0.0,0.0,0.9577159881591797,230.0,212.0,301.0,269.0,0.0,0.0,0.9009140729904175,212.0,208.0,303.0,267.0,0.0,0.0,0.9587165713310242,212.0,208.0,303.0,271.0,0.0,0.0,0.9454228281974792,222.0,212.0,301.0,267.0,0.0,0.0,0.9420479536056519,212.0,208.0,303.0,269.0,0.0,0.0,0.9420479536056519,212.0,208.0,303.0,269.0,0.0,0.0,0.9344226121902466,218.0,212.0,301.0,267.0,0.0,0.0,0.9344226121902466,218.0,212.0,301.0,267.0,0.0,0.0,0.9471478462219238,238.0,212.0,301.0,267.0,0.0,0.0,0.9471478462219238,238.0,212.0,301.0,267.0,0.0,0.0,0.9413954019546509,220.0,212.0,301.0,267.0,0.0,0.0,0.9413954019546509,220.0,212.0,301.0,267.0,0.0,0.0,0.8843093514442444,212.0,212.0,301.0,267.0,0.0,0.0,0.9694520831108093,216.0,208.0,307.0,271.0,0.0,0.0,0.9468228220939636,224.0,212.0,301.0,267.0,0.0,0.0,0.9090517163276672,196.0,206.0,307.0,271.0,0.0,0.0,0.943119466304779,218.0,208.0,303.0,267.0,0.008216364258815475,0.004125128910278446,0.9536179304122925,206.0,206.0,309.0,275.0,0.0,0.0,0.8622497320175171,206.0,208.0,303.0,267.0
1051_pid-107429_pituitary.png,0.9254927619203402,0.861318313289694,0.9712179899215698,228.0,192.0,301.0,275.0,0.942360328449525,0.8910031968336124,0.9644609093666077,214.0,188.0,301.0,277.0,0.9260076853895839,0.86221071863581,0.967444658279419,222.0,190.0,301.0,275.0,0.9509702970297029,0.9065237088492902,0.9739557504653931,212.0,174.0,301.0,297.0,0.9254927619203402,0.861318313289694,0.9712179899215698,228.0,192.0,301.0,275.0,0.8580650789496641,0.7514132925897632,0.9677934646606445,238.0,204.0,301.0,271.0,0.9508014600857007,0.9062169112085917,0.9661625623703003,208.0,180.0,299.0,297.0,0.8817662603358623,0.7885348376276872,0.9695712924003601,224.0,192.0,301.0,271.0,0.8335853419905719,0.7146560927253317,0.9655208587646484,238.0,196.0,301.0,269.0,0.8593790764414296,0.7534309240622141,0.9681249856948853,222.0,198.0,301.0,269.0,0.8329025933517512,0.7136530238240684,0.9689995646476746,238.0,202.0,301.0,269.0,0.8561960408127671,0.7485513876181763,0.9622839093208313,230.0,192.0,301.0,269.0,0.9506192442045094,0.9058859131487366,0.9847619533538818,214.0,186.0,303.0,285.0,0.884366485013624,0.7927034040604488,0.9698878526687622,230.0,204.0,301.0,271.0,0.9507209633972429,0.906070673512534,0.9770240783691406,214.0,176.0,301.0,295.0,0.8841836734693878,0.7924096936442615,0.9595921635627747,214.0,186.0,303.0,271.0,0.9510401012417938,0.9066505806062434,0.982268750667572,214.0,176.0,303.0,297.0,0.8461945031712473,0.7333944113605131,0.9688637256622314,240.0,202.0,301.0,271.0,0.950964884530212,0.9065138721351025,0.981531023979187,212.0,176.0,303.0,295.0,0.8886819605519343,0.7996648385131018,0.9674632549285889,218.0,190.0,303.0,271.0
1066_pid-108858_pituitary.png,0.3789437585733882,0.233763486354982,0.9523065090179443,250.0,244.0,339.0,303.0,0.43758480325644505,0.28006947459834997,0.9476547241210938,246.0,246.0,335.0,301.0,0.40582221452088024,0.25456521739130433,0.9457874894142151,248.0,246.0,335.0,301.0,0.4816905485598495,0.317254528122021,0.9776656031608582,238.0,216.0,341.0,309.0,0.3789437585733882,0.233763486354982,0.9523065090179443,250.0,244.0,339.0,303.0,0.37068811438784627,0.22751206669591925,0.930503249168396,248.0,248.0,335.0,301.0,0.43648847474252084,0.2791718946047679,0.9465353488922119,246.0,246.0,335.0,307.0,0.4062932226832642,0.2549359947927967,0.9453339576721191,248.0,246.0,339.0,301.0,0.4062932226832642,0.2549359947927967,0.9453339576721191,248.0,246.0,339.0,301.0,0.10687334285131551,0.05645335057099763,0.962002694606781,256.0,240.0,339.0,303.0,0.3789437585733882,0.233763486354982,0.9523065090179443,250.0,244.0,339.0,303.0,0.43758480325644505,0.28006947459834997,0.9476547241210938,246.0,246.0,335.0,301.0,0.43758480325644505,0.28006947459834997,0.9476547241210938,246.0,246.0,335.0,301.0,0.40582221452088024,0.25456521739130433,0.9457874894142151,248.0,246.0,335.0,301.0,0.47482427198393345,0.31132430398796085,0.9764519333839417,240.0,216.0,341.0,311.0,0.37588775333448815,0.2314419795221843,0.9518502354621887,250.0,244.0,339.0,301.0,0.46080992815153493,0.2993846806704859,0.961028516292572,244.0,244.0,335.0,303.0,0.2350499905678174,0.1331765711842668,0.9473152756690979,254.0,246.0,339.0,303.0,0.3789437585733882,0.233763486354982,0.9523065090179443,250.0,244.0,339.0,303.0,0.40582221452088024,0.25456521739130433,0.9457874894142151,248.0,246.0,335.0,301.0
