filename,prompt_a,prompt_b,box_iou,dice_a,dice_b,dice_diff
1023_pid-114094_pituitary.png,P04,P01,0.7904839697774148,0.0841827104567761,0.6149369544131911,0.530754243956415
1023_pid-114094_pituitary.png,P15,P01,0.0,0.0,0.6149369544131911,0.6149369544131911
1023_pid-114094_pituitary.png,P17,P01,0.0,0.0,0.6149369544131911,0.6149369544131911
1023_pid-114094_pituitary.png,P04,P02,0.7718843469591227,0.0841827104567761,0.6089955849889624,0.5248128745321864
1023_pid-114094_pituitary.png,P15,P02,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P17,P02,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P04,P03,0.798968008255934,0.0841827104567761,0.6168641114982578,0.5326814010414818
1023_pid-114094_pituitary.png,P15,P03,0.0,0.0,0.6168641114982578,0.6168641114982578
1023_pid-114094_pituitary.png,P17,P03,0.0,0.0,0.6168641114982578,0.6168641114982578
1023_pid-114094_pituitary.png,P04,P05,0.7718843469591227,0.0841827104567761,0.6089955849889624,0.5248128745321864
1023_pid-114094_pituitary.png,P04,P06,0.7645664625715979,0.0841827104567761,0.6399670827047045,0.5557843722479284
1023_pid-114094_pituitary.png,P04,P07,0.7904839697774148,0.0841827104567761,0.6149369544131911,0.530754243956415
1023_pid-114094_pituitary.png,P04,P08,0.7718843469591227,0.0841827104567761,0.6089955849889624,0.5248128745321864
1023_pid-114094_pituitary.png,P04,P09,0.7541398792129359,0.0841827104567761,0.6023697988426564,0.5181870883858803
1023_pid-114094_pituitary.png,P04,P10,0.798968008255934,0.0841827104567761,0.6096509525796134,0.5254682421228374
1023_pid-114094_pituitary.png,P04,P11,0.7487596745385989,0.0841827104567761,0.6468793342579751,0.562696623801199
1023_pid-114094_pituitary.png,P04,P12,0.7806009276063722,0.0841827104567761,0.6022994874636376,0.5181167770068615
1023_pid-114094_pituitary.png,P04,P13,0.7718843469591227,0.0841827104567761,0.6089955849889624,0.5248128745321864
1023_pid-114094_pituitary.png,P04,P14,0.7736313307361082,0.0841827104567761,0.6236378876781223,0.5394551772213463
1023_pid-114094_pituitary.png,P04,P16,0.7718843469591227,0.0841827104567761,0.6089955849889624,0.5248128745321864
1023_pid-114094_pituitary.png,P04,P18,0.7141775506341094,0.0841827104567761,0.6407473554059624,0.5565646449491863
1023_pid-114094_pituitary.png,P04,P19,0.7541398792129359,0.0841827104567761,0.6023697988426564,0.5181870883858803
1023_pid-114094_pituitary.png,P04,P20,0.7541398792129359,0.0841827104567761,0.6023697988426564,0.5181870883858803
1023_pid-114094_pituitary.png,P15,P05,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P17,P05,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P15,P06,0.0,0.0,0.6399670827047045,0.6399670827047045
1023_pid-114094_pituitary.png,P17,P06,0.0,0.0,0.6399670827047045,0.6399670827047045
1023_pid-114094_pituitary.png,P15,P07,0.0,0.0,0.6149369544131911,0.6149369544131911
1023_pid-114094_pituitary.png,P17,P07,0.0,0.0,0.6149369544131911,0.6149369544131911
1023_pid-114094_pituitary.png,P15,P08,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P17,P08,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P15,P09,0.0,0.0,0.6023697988426564,0.6023697988426564
1023_pid-114094_pituitary.png,P17,P09,0.0,0.0,0.6023697988426564,0.6023697988426564
1023_pid-114094_pituitary.png,P15,P10,0.0,0.0,0.6096509525796134,0.6096509525796134
1023_pid-114094_pituitary.png,P17,P10,0.0,0.0,0.6096509525796134,0.6096509525796134
1023_pid-114094_pituitary.png,P15,P11,0.0,0.0,0.6468793342579751,0.6468793342579751
1023_pid-114094_pituitary.png,P17,P11,0.0,0.0,0.6468793342579751,0.6468793342579751
1023_pid-114094_pituitary.png,P15,P12,0.0,0.0,0.6022994874636376,0.6022994874636376
1023_pid-114094_pituitary.png,P17,P12,0.0,0.0,0.6022994874636376,0.6022994874636376
1023_pid-114094_pituitary.png,P15,P13,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P17,P13,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P15,P14,0.0,0.0,0.6236378876781223,0.6236378876781223
1023_pid-114094_pituitary.png,P17,P14,0.0,0.0,0.6236378876781223,0.6236378876781223
1023_pid-114094_pituitary.png,P15,P16,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P15,P18,0.0,0.0,0.6407473554059624,0.6407473554059624
1023_pid-114094_pituitary.png,P15,P19,0.0,0.0,0.6023697988426564,0.6023697988426564
1023_pid-114094_pituitary.png,P15,P20,0.0,0.0,0.6023697988426564,0.6023697988426564
1023_pid-114094_pituitary.png,P17,P16,0.0,0.0,0.6089955849889624,0.6089955849889624
1023_pid-114094_pituitary.png,P17,P18,0.0,0.0,0.6407473554059624,0.6407473554059624
1023_pid-114094_pituitary.png,P17,P19,0.0,0.0,0.6023697988426564,0.6023697988426564
1023_pid-114094_pituitary.png,P17,P20,0.0,0.0,0.6023697988426564,0.6023697988426564
1130_pid-112074_pituitary.png,P01,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P01,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P01,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P01,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P01,P14,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P01,P18,0.0,0.0,0.8457252029931539,0.8457252029931539
1130_pid-112074_pituitary.png,P01,P19,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P02,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P02,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P02,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P02,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P02,P14,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P02,P18,0.0,0.0,0.8457252029931539,0.8457252029931539
1130_pid-112074_pituitary.png,P02,P19,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P04,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P05,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P07,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P08,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P09,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P12,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P13,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P15,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P16,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P17,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P20,P03,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P04,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P04,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P04,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P04,P14,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P04,P18,0.0,0.0,0.8457252029931539,0.8457252029931539
1130_pid-112074_pituitary.png,P04,P19,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P05,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P05,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P05,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P05,P14,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P05,P18,0.0,0.0,0.8457252029931539,0.8457252029931539
1130_pid-112074_pituitary.png,P05,P19,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P07,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P08,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P09,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P12,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P13,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P15,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P16,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P17,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P20,P06,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P07,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P07,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P07,P14,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P07,P18,0.0,0.0,0.8457252029931539,0.8457252029931539
1130_pid-112074_pituitary.png,P07,P19,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P08,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P08,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P08,P14,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P08,P18,0.0,0.0,0.8457252029931539,0.8457252029931539
1130_pid-112074_pituitary.png,P08,P19,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P09,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P09,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P09,P14,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P09,P18,0.0,0.0,0.8457252029931539,0.8457252029931539
1130_pid-112074_pituitary.png,P09,P19,0.0,0.0,0.8925041812376463,0.8925041812376463
1130_pid-112074_pituitary.png,P12,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P13,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P15,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P16,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P17,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P20,P10,0.0,0.0,0.8636505460218409,0.8636505460218409
1130_pid-112074_pituitary.png,P12,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P13,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
1130_pid-112074_pituitary.png,P15,P11,0.0,0.0,0.9039700374531836,0.9039700374531836
