filename,pair_id,risk_region,frozen_risk,prompt1,prompt2,distance_quintile,text_cosine_distance,corr_A_spearman_mean,corr_A_spearman_median,corr_B_spearman_mean,mae_A_spearman_mean,box_A_spearman_mean,progress_spearman_mean,corr_A_positive_seeds,corr_A_nondecreasing_seeds
1125_pid-111785_pituitary.png,1,MIDDLE,0.2578958450429955,P05,P16,1,0.0125918388366699,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.9107664492498737,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,2,MIDDLE,0.2578958450429955,P01,P16,1,0.0264503955841064,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.9177223164108803,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,3,MIDDLE,0.2578958450429955,P04,P19,1,0.0309132933616638,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.690907351006719,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,4,MIDDLE,0.2578958450429955,P11,P20,1,0.0419908165931701,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.9693450930125641,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,5,MIDDLE,0.2578958450429955,P12,P20,2,0.0433955192565918,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.9796084334024613,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,6,MIDDLE,0.2578958450429955,P08,P12,2,0.0505661964416503,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.5434509981212708,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,7,MIDDLE,0.2578958450429955,P02,P12,2,0.054884910583496,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.9584938716024445,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,8,MIDDLE,0.2578958450429955,P01,P06,2,0.0598601102828979,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.889035643110582,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,9,MIDDLE,0.2578958450429955,P01,P09,3,0.060164451599121,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.7906326612311195,0.9999999999999998,5,5
1125_pid-111785_pituitary.png,10,MIDDLE,0.2578958450429955,P06,P11,3,0.0661624670028686,0.9999999999999998,0.9999999999999999,-0.9999999999999998,0.9999999999999998,0.4576491222541474,0.9999999999999998,5,5
