filename,P01_dice,P01_iou,P01_sam_conf,P01_x1,P01_y1,P01_x2,P01_y2,P02_dice,P02_iou,P02_sam_conf,P02_x1,P02_y1,P02_x2,P02_y2,P03_dice,P03_iou,P03_sam_conf,P03_x1,P03_y1,P03_x2,P03_y2,P04_dice,P04_iou,P04_sam_conf,P04_x1,P04_y1,P04_x2,P04_y2,P05_dice,P05_iou,P05_sam_conf,P05_x1,P05_y1,P05_x2,P05_y2,P06_dice,P06_iou,P06_sam_conf,P06_x1,P06_y1,P06_x2,P06_y2,P07_dice,P07_iou,P07_sam_conf,P07_x1,P07_y1,P07_x2,P07_y2,P08_dice,P08_iou,P08_sam_conf,P08_x1,P08_y1,P08_x2,P08_y2,P09_dice,P09_iou,P09_sam_conf,P09_x1,P09_y1,P09_x2,P09_y2,P10_dice,P10_iou,P10_sam_conf,P10_x1,P10_y1,P10_x2,P10_y2,P11_dice,P11_iou,P11_sam_conf,P11_x1,P11_y1,P11_x2,P11_y2,P12_dice,P12_iou,P12_sam_conf,P12_x1,P12_y1,P12_x2,P12_y2,P13_dice,P13_iou,P13_sam_conf,P13_x1,P13_y1,P13_x2,P13_y2,P14_dice,P14_iou,P14_sam_conf,P14_x1,P14_y1,P14_x2,P14_y2,P15_dice,P15_iou,P15_sam_conf,P15_x1,P15_y1,P15_x2,P15_y2,P16_dice,P16_iou,P16_sam_conf,P16_x1,P16_y1,P16_x2,P16_y2,P17_dice,P17_iou,P17_sam_conf,P17_x1,P17_y1,P17_x2,P17_y2,P18_dice,P18_iou,P18_sam_conf,P18_x1,P18_y1,P18_x2,P18_y2,P19_dice,P19_iou,P19_sam_conf,P19_x1,P19_y1,P19_x2,P19_y2,P20_dice,P20_iou,P20_sam_conf,P20_x1,P20_y1,P20_x2,P20_y2
benign_000001.png,0.9428320140721196,0.891846921797005,0.94378662109375,262.0,72.0,379.0,132.0,0.94049008168028,0.8876651982378855,0.9387532472610474,258.0,72.0,383.0,132.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0,0.9431418522860492,0.8924015529672767,0.9440932273864746,262.0,72.0,381.0,132.0,0.94049008168028,0.8876651982378855,0.9387532472610474,258.0,72.0,383.0,132.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0,0.942589338019918,0.8914127423822714,0.9432108402252197,262.0,72.0,383.0,132.0,0.9390848149227631,0.8851648351648351,0.9394581317901611,256.0,72.0,381.0,132.0,0.9257666953281742,0.8617929562433297,0.9396006464958191,258.0,72.0,373.0,127.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0,0.9390848149227631,0.8851648351648351,0.9394581317901611,256.0,72.0,381.0,132.0,0.9431418522860492,0.8924015529672767,0.9440932273864746,262.0,72.0,381.0,132.0,0.9416251100029334,0.8896895787139689,0.938482403755188,258.0,72.0,375.0,126.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0,0.942589338019918,0.8914127423822714,0.9432108402252197,262.0,72.0,383.0,132.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0,0.9404205607476636,0.8875413450937155,0.9393084049224854,258.0,72.0,373.0,132.0,0.9399066511085181,0.8866263070996148,0.9399199485778809,258.0,72.0,381.0,132.0
benign_000003.png,0.7255131964809384,0.5692590888173032,0.8447476029396057,202.0,55.0,305.0,134.0,0.8882938026013772,0.799036476256022,0.8798074722290039,204.0,55.0,289.0,125.0,0.8928982725527831,0.8065187239944521,0.8801409006118774,206.0,55.0,285.0,122.0,0.8813936249073387,0.7879390324718356,0.849635124206543,202.0,55.0,301.0,132.0,0.8927335640138409,0.80625,0.8840528726577759,204.0,55.0,287.0,125.0,0.88,0.7857142857142857,0.8697652816772461,204.0,55.0,293.0,128.0,0.8914845516201959,0.8042148198504419,0.8560361862182617,202.0,55.0,299.0,132.0,0.3589672404219878,0.21874471324648959,0.9017550349235535,157.0,55.0,317.0,122.0,0.4300681855978713,0.2739406779661017,0.9126859307289124,157.0,55.0,299.0,132.0,0.9138401559454191,0.8413496051687006,0.8795899152755737,204.0,55.0,301.0,109.0,0.5406688241639698,0.3704908338261384,0.8497738242149353,204.0,55.0,299.0,130.0,0.3597662771285476,0.2193384223918575,0.9071307182312012,145.0,55.0,311.0,134.0,0.9221698113207547,0.8555798687089715,0.8921231031417847,206.0,55.0,277.0,116.0,0.6931690929451287,0.5304198800342759,0.8446425795555115,202.0,55.0,311.0,128.0,0.8889730958696476,0.8001364256480218,0.8758342266082764,202.0,55.0,293.0,130.0,0.8976923076923077,0.8143754361479414,0.8867521286010742,202.0,55.0,289.0,127.0,0.36608154020385053,0.22405129093744586,0.90891432762146,149.0,55.0,311.0,134.0,0.8910667169242367,0.8035350101971448,0.8604307174682617,202.0,55.0,299.0,130.0,0.876547842401501,0.7802271209084837,0.8648731708526611,204.0,55.0,293.0,130.0,0.6569920844327177,0.48919449901768175,0.8333613276481628,202.0,55.0,315.0,130.0
benign_000006.png,0.9191444966092853,0.8503861003861004,0.9285882711410522,190.0,86.0,262.0,158.0,0.9185262065386611,0.8493282149712092,0.9084311723709106,181.0,86.0,262.0,158.0,0.9194805194805195,0.8509615384615384,0.9198213815689087,186.0,86.0,262.0,158.0,0.9172774869109948,0.8471953578336557,0.9366719722747803,190.0,86.0,262.0,154.0,0.9202898550724637,0.8523489932885906,0.8920477628707886,179.0,86.0,260.0,161.0,0.9203722854188211,0.8524904214559387,0.8982691764831543,183.0,86.0,262.0,161.0,0.9180497925311203,0.8485139022051774,0.9113264083862305,188.0,86.0,262.0,161.0,0.9178947368421052,0.8482490272373541,0.9368261098861694,198.0,86.0,262.0,158.0,0.9198966408268734,0.8516746411483254,0.8978713750839233,183.0,85.0,262.0,161.0,0.9166224110462029,0.846078431372549,0.9420310258865356,204.0,86.0,262.0,151.0,0.9194805194805195,0.8509615384615384,0.9198213815689087,186.0,86.0,262.0,158.0,0.9172774869109948,0.8471953578336557,0.9366719722747803,190.0,86.0,262.0,154.0,0.9194805194805195,0.8509615384615384,0.9198213815689087,186.0,86.0,262.0,158.0,0.9176346356916578,0.8478048780487805,0.9396189451217651,202.0,86.0,262.0,158.0,0.9199793495095508,0.8518164435946463,0.8760936260223389,179.0,86.0,260.0,164.0,0.9205366357069144,0.8527724665391969,0.8881058692932129,183.0,86.0,262.0,163.0,0.9178947368421052,0.8482490272373541,0.9380747079849243,198.0,86.0,262.0,156.0,0.9195046439628483,0.8510028653295129,0.8776137828826904,179.0,86.0,262.0,163.0,0.9183567342693708,0.8490384615384615,0.9183176755905151,181.0,86.0,262.0,156.0,0.9164021164021164,0.845703125,0.9411967992782593,202.0,86.0,262.0,154.0
benign_000008.png,0.9365041804701056,0.8805903730623749,0.9677864909172058,69.0,31.0,303.0,137.0,0.9356494275562574,0.879080118694362,0.9666815996170044,79.0,28.0,301.0,137.0,0.9335128499584208,0.8753156096836477,0.9700167775154114,75.0,33.0,299.0,134.0,0.936124911284599,0.8799199466310874,0.9695130586624146,63.0,30.0,318.0,134.0,0.9368844062721614,0.8812629706492736,0.9612218737602234,75.0,25.0,301.0,137.0,0.9361836396623807,0.8800237283108409,0.9673689007759094,73.0,30.0,303.0,137.0,0.9362843729040912,0.880201765447667,0.9688400626182556,75.0,31.0,303.0,137.0,0.9334283226470356,0.8751669882737123,0.967684268951416,79.0,28.0,299.0,132.0,0.9343977236800506,0.8768728675270732,0.9667513966560364,69.0,30.0,301.0,134.0,0.004806729421189666,0.0024091547881951417,0.8739231824874878,81.0,52.0,158.0,109.0,0.9341558903784554,0.8764470169189671,0.9685649275779724,73.0,31.0,301.0,134.0,0.8252191269634643,0.7024451503287287,0.9270437955856323,65.0,25.0,250.0,130.0,0.9352978353610365,0.8784595978333457,0.969222366809845,81.0,30.0,301.0,137.0,0.9358463782973857,0.879427893878761,0.9645714163780212,63.0,28.0,309.0,134.0,0.9345720498122159,0.8771799628942486,0.9695784449577332,83.0,30.0,299.0,137.0,0.9332329516186552,0.8748235643711463,0.9751878976821899,87.0,35.0,301.0,134.0,0.934923392828937,0.8777991991695091,0.9681892395019531,69.0,30.0,305.0,134.0,0.9371604063312072,0.8817515003334074,0.9591544270515442,69.0,25.0,301.0,137.0,0.9351881125513752,0.8782660332541568,0.9692650437355042,71.0,33.0,301.0,137.0,0.9347834653426331,0.8775525303344185,0.9525095820426941,63.0,23.0,317.0,130.0
benign_000009.png,0.8981636060100167,0.8151515151515152,0.9617118239402771,98.0,131.0,150.0,195.0,0.912013075456279,0.8382573860791187,0.9659526348114014,94.0,135.0,154.0,197.0,0.0,0.0,0.8474277853965759,384.0,306.0,457.0,409.0,0.0,0.0,0.8456020355224609,392.0,318.0,463.0,414.0,0.0,0.0,0.8281456232070923,388.0,315.0,463.0,414.0,0.0,0.0,0.8109421730041504,384.0,306.0,463.0,414.0,0.0,0.0,0.794318437576294,392.0,312.0,463.0,414.0,0.0,0.0,0.9299001693725586,456.0,117.0,500.0,170.0,0.0,0.0,0.824541449546814,388.0,310.0,457.0,409.0,0.0,0.0,0.9167671799659729,388.0,349.0,463.0,414.0,0.0,0.0,0.8109421730041504,384.0,306.0,463.0,414.0,0.0,0.0,0.8203116655349731,384.0,306.0,461.0,412.0,0.91272629019184,0.8394632206759444,0.963161051273346,94.0,131.0,156.0,199.0,0.8976640711902113,0.8143289606458123,0.961288571357727,98.0,129.0,150.0,195.0,0.0,0.0,0.754656970500946,392.0,312.0,459.0,412.0,0.0,0.0,0.8224693536758423,388.0,310.0,459.0,409.0,0.0,0.0,0.8918375968933105,384.0,306.0,442.0,359.0,0.0,0.0,0.8039996027946472,388.0,310.0,467.0,414.0,0.0,0.0,0.8178714513778687,386.0,308.0,461.0,412.0,0.9095860566448801,0.8341658341658341,0.9652413725852966,96.0,133.0,154.0,197.0
benign_000010.png,0.8892508143322475,0.8005865102639296,0.9447422027587891,118.0,55.0,195.0,103.0,0.887987012987013,0.7985401459854015,0.9410468339920044,112.0,55.0,193.0,103.0,0.890069472823866,0.8019145802650958,0.9476381540298462,120.0,55.0,195.0,103.0,0.8892508143322475,0.8005865102639296,0.9447422027587891,118.0,55.0,195.0,103.0,0.887987012987013,0.7985401459854015,0.9410468339920044,112.0,55.0,193.0,103.0,0.887713588283157,0.7980980248719824,0.94176185131073,114.0,55.0,193.0,103.0,0.8890694839496139,0.8002926115581566,0.9437205791473389,116.0,55.0,195.0,103.0,0.887187751813054,0.7972483707458363,0.9277443885803223,108.0,55.0,205.0,106.0,0.8883475436459602,0.7991234477720964,0.9426059722900391,114.0,55.0,195.0,103.0,0.8861267040898155,0.7955363570914327,0.916347861289978,104.0,55.0,225.0,106.0,0.8880748880748881,0.7986822840409956,0.9421213865280151,116.0,55.0,193.0,103.0,0.8314690529455631,0.7115507338864071,0.9245737791061401,110.0,55.0,195.0,106.0,0.8880748880748881,0.7986822840409956,0.9421213865280151,116.0,55.0,193.0,103.0,0.8314690529455631,0.7115507338864071,0.9245737791061401,110.0,55.0,195.0,106.0,0.8325859491778774,0.7131882202304738,0.9254662990570068,112.0,55.0,195.0,106.0,0.887713588283157,0.7980980248719824,0.94176185131073,114.0,55.0,193.0,103.0,0.8890708145722472,0.8002947678703022,0.9454631805419922,120.0,55.0,193.0,103.0,0.8314690529455631,0.7115507338864071,0.9245737791061401,110.0,55.0,195.0,106.0,0.8865392435949573,0.7962016070124178,0.9458131790161133,116.0,55.0,205.0,103.0,0.8877263581488933,0.7981186685962374,0.9249100685119629,110.0,55.0,197.0,106.0
benign_000011.png,0.6510869565217391,0.48267526188557613,0.9104474782943726,108.0,27.0,202.0,89.0,0.5195405727923628,0.35093198992443325,0.9121558666229248,110.0,29.0,202.0,89.0,0.47436784259472753,0.31093198992443327,0.9169861674308777,110.0,30.0,197.0,87.0,0.6724103386094971,0.5064895864775129,0.9072017669677734,108.0,27.0,202.0,95.0,0.6510869565217391,0.48267526188557613,0.9104474782943726,108.0,27.0,202.0,89.0,0.4770599969311033,0.3132493702770781,0.9138544797897339,108.0,29.0,197.0,87.0,0.626634382566586,0.45627644569816644,0.9143583178520203,108.0,29.0,197.0,89.0,0.5194301484299246,0.35083123425692697,0.9150358438491821,110.0,30.0,202.0,89.0,0.6295733811956372,0.459399556719726,0.9179800152778625,106.0,27.0,197.0,89.0,0.6391116594694632,0.4696282864913871,0.915002703666687,108.0,29.0,202.0,89.0,0.6510869565217391,0.48267526188557613,0.9104474782943726,108.0,27.0,202.0,89.0,0.6032505452754521,0.4318960306266371,0.9115116596221924,108.0,24.0,197.0,87.0,0.626634382566586,0.45627644569816644,0.9143583178520203,108.0,29.0,197.0,89.0,0.5076310051875799,0.3401511335012595,0.9262301325798035,110.0,43.0,202.0,87.0,0.626634382566586,0.45627644569816644,0.9143583178520203,108.0,29.0,197.0,89.0,0.5194301484299246,0.35083123425692697,0.9150358438491821,110.0,30.0,202.0,89.0,0.5115476904619076,0.34367758186397984,0.911119818687439,110.0,29.0,202.0,87.0,0.5011702529256323,0.33437437034051987,0.9171091318130493,106.0,26.0,197.0,94.0,0.6111655239960823,0.4400564174894217,0.9193548560142517,106.0,29.0,197.0,87.0,0.5281032181521578,0.35879093198992446,0.9276475310325623,108.0,43.0,202.0,95.0
benign_000013.png,0.027555706752849123,0.013970334598137289,0.7198863625526428,68.0,80.0,232.0,116.0,0.028732683427398667,0.014575741801145237,0.7231025099754333,70.0,80.0,232.0,116.0,0.9094590685565519,0.8339522546419098,0.9253753423690796,70.0,73.0,234.0,116.0,0.030585259284810856,0.015530126109294723,0.8882826566696167,50.0,81.0,234.0,127.0,0.17261809447558046,0.09446196985629163,0.7490726709365845,70.0,81.0,232.0,116.0,0.033720665299612665,0.017149478563151795,0.8993692994117737,46.0,81.0,234.0,128.0,0.7212890891711048,0.5640751815463477,0.7919502258300781,70.0,77.0,232.0,116.0,0.16768450470965737,0.09151508304146425,0.8943829536437988,42.0,80.0,238.0,131.0,0.5238482825980791,0.354874283193648,0.9294849038124084,38.0,73.0,234.0,134.0,0.008792225821378992,0.004415524052986289,0.9096433520317078,46.0,84.0,236.0,128.0,0.49333570286120493,0.32743571597074783,0.8866490721702576,44.0,77.0,236.0,131.0,0.5025999223903764,0.3356483880999274,0.9471783638000488,33.0,73.0,234.0,137.0,0.031143052703627654,0.01581783417347471,0.7226271629333496,70.0,80.0,234.0,116.0,0.009022887323943662,0.004531889023985851,0.9158630967140198,40.0,84.0,236.0,132.0,0.49189287666241577,0.3261657405170331,0.8233059048652649,50.0,77.0,234.0,127.0,0.7212890891711048,0.5640751815463477,0.7919502258300781,70.0,77.0,232.0,116.0,0.5199025182778229,0.3512623490669594,0.925957441329956,38.0,74.0,232.0,134.0,0.1293595434369055,0.06915254237288136,0.8964208364486694,42.0,80.0,236.0,131.0,0.5438159814608188,0.37345278792879877,0.9288082122802734,42.0,74.0,234.0,132.0,0.008792225821378992,0.004415524052986289,0.9096433520317078,46.0,84.0,236.0,128.0
benign_000016.png,0.931605830322661,0.8719682835820896,0.9620686769485474,168.0,119.0,286.0,195.0,0.9339447267319371,0.8760753313182981,0.9681512713432312,170.0,117.0,280.0,192.0,0.9343715239154616,0.8768267223382046,0.9635381102561951,170.0,117.0,280.0,194.0,0.9315750186613585,0.871914299021891,0.9623501300811768,166.0,117.0,288.0,195.0,0.9314727136805383,0.8717350746268657,0.9622726440429688,168.0,117.0,286.0,195.0,0.9314385440039891,0.8716752216518898,0.9618360996246338,168.0,119.0,286.0,194.0,0.9349141657403977,0.8777829313543599,0.9623954892158508,170.0,117.0,282.0,194.0,0.9311418254264724,0.8711556383970177,0.9625060558319092,168.0,119.0,286.0,197.0,0.9314385440039891,0.8716752216518898,0.9618360996246338,168.0,119.0,286.0,194.0,0.931622867106738,0.8719981347633481,0.962615966796875,168.0,117.0,288.0,195.0,0.9312538989394885,0.8713518561755779,0.9607630968093872,168.0,119.0,282.0,194.0,0.9358341559723593,0.8794063079777366,0.9667055606842041,168.0,116.0,288.0,192.0,0.9343715239154616,0.8768267223382046,0.9635381102561951,170.0,117.0,280.0,194.0,0.9312749003984063,0.8713886300093197,0.9637502431869507,168.0,117.0,288.0,197.0,0.9349141657403977,0.8777829313543599,0.9623954892158508,170.0,117.0,282.0,194.0,0.9343715239154616,0.8768267223382046,0.9635381102561951,170.0,117.0,280.0,194.0,0.9351451513279803,0.8781902552204176,0.9651374220848083,168.0,119.0,286.0,192.0,0.9317048853439681,0.8721418572095193,0.9620048999786377,168.0,117.0,286.0,194.0,0.9349141657403977,0.8777829313543599,0.9623954892158508,170.0,117.0,282.0,194.0,0.9316569152246981,0.872057795385691,0.9621773958206177,166.0,117.0,288.0,194.0
benign_000017.png,0.0,0.0,0.9554556012153625,326.0,251.0,385.0,414.0,0.0,0.0,0.8793978691101074,209.0,164.0,275.0,232.0,0.0,0.0,0.8938076496124268,169.0,159.0,277.0,232.0,0.0,0.0,0.9002380967140198,151.0,153.0,275.0,230.0,0.0,0.0,0.9572898745536804,324.0,250.0,387.0,415.0,0.0,0.0,0.9012162089347839,157.0,157.0,277.0,232.0,0.0,0.0,0.8977234959602356,164.0,157.0,275.0,232.0,0.0,0.0,0.8833745121955872,205.0,164.0,275.0,232.0,0.0,0.0,0.8903847932815552,175.0,155.0,275.0,232.0,0.0,0.0,0.9031326770782471,153.0,157.0,277.0,232.0,0.0,0.0,0.9017776846885681,156.0,159.0,277.0,232.0,0.0,0.0,0.8996485471725464,159.0,155.0,277.0,232.0,0.0,0.0,0.8793978691101074,209.0,164.0,275.0,232.0,0.0,0.0,0.9017422199249268,156.0,157.0,275.0,232.0,0.0,0.0,0.892471432685852,169.0,157.0,275.0,232.0,0.0,0.0,0.8797608017921448,205.0,162.0,277.0,232.0,0.0,0.0,0.8969323635101318,164.0,159.0,277.0,232.0,0.0,0.0,0.899260401725769,159.0,157.0,275.0,232.0,0.0,0.0,0.943856954574585,332.0,257.0,381.0,405.0,0.0,0.0,0.9572898745536804,324.0,250.0,387.0,415.0
